Year,SMW,Date,Crop_Week,Location,Longitude,Latitude,JS 95-60,JS-335,Shivalik,JS93-05,Punjab1,PK -472,Monetta,NRC-7,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No_of_Rainy_Days,Rainfall,Wind_Velocity,Disease,,
2022,35,27-08-2022 to 02-09-2022,9,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.9,23.7,82.4,67.6,4,34.2,1.34,Charcoal Rot,,
2022,36,03-09-2022 to 09-09-2022,10,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.2,23.7,86.6,84.3,6,70.6,1.52,Charcoal Rot,,
2022,37,10-09-2022 to 16-09-2022,11,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.4,23.1,89.9,86.7,6,157.6,2.69,Charcoal Rot,,
2022,38,17-09-2022 to 23-09-2022,12,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.4,22.7,88.6,78.3,4,38.4,2.79,Charcoal Rot,,
2022,39,24-09-2022 to 30-09-2022,13,Amravati,77.78,20.94,0,3.6,4.7,0,0,0,0,0,32.9,22.6,81.6,71.7,1,7.6,1.79,Charcoal Rot,,
2022,27,02-07-2022 to 08-07-2022,1,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,32,24.3,90.7,78.9,4,75,3.85,Yellow Mosaic Disease,,
2022,28,09-07-2022 to 15-07-2022,2,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.7,22.9,93.1,84.6,6,102,4.09,Yellow Mosaic Disease,,
2022,29,16-07-2022 to 22-07-2022,3,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.9,23.8,89,77.9,3,140.6,4.15,Yellow Mosaic Disease,,
2022,30,23-07-2022 to 29-07-2022,4,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.6,23.2,87.1,78.4,3,39.8,2.06,Yellow Mosaic Disease,,
2022,31,30-07-2022 to 05-08-2022,5,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,34.7,24.7,78,67.3,0,0.2,1.8,Yellow Mosaic Disease,,
2022,32,06-08-2022 to 12-08-2022,6,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.3,23.5,88.1,84.4,6,169.2,3.52,Yellow Mosaic Disease,,
2022,33,13-08-2022 to 19-08-2022,7,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.9,23.2,84.1,75.4,4,37.2,3.91,Yellow Mosaic Disease,,
2022,34,20-08-2022 to 26-08-2022,8,Amravati,77.78,20.94,0,0,0,0,0,4.5,0,0,33.1,23.4,79.7,68.9,0,1.4,2.7,Yellow Mosaic Disease,,
2022,35,27-08-2022 to 02-09-2022,9,Amravati,77.78,20.94,0,2.44,0,2.1,0,5.2,0,0,33.9,23.7,82.4,67.6,4,34.2,1.34,Yellow Mosaic Disease,,
2022,36,03-09-2022 to 09-09-2022,10,Amravati,77.78,20.94,0,4.3,0,2.11,0,0,0,0,33.2,23.7,86.6,84.3,6,70.6,1.52,Yellow Mosaic Disease,,
2022,37,10-09-2022 to 16-09-2022,11,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.4,23.1,89.9,86.7,6,157.6,2.69,Yellow Mosaic Disease,,
2022,27,02-07-2022 to 08-07-2022,1,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,32,24.3,90.7,78.9,4,75,3.85,Bacterial Pustule,,
2022,28,09-07-2022 to 15-07-2022,2,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.7,22.9,93.1,84.6,6,102,4.09,Bacterial Pustule,,
2022,29,16-07-2022 to 22-07-2022,3,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.9,23.8,89,77.9,3,140.6,4.15,Bacterial Pustule,,
2022,30,23-07-2022 to 29-07-2022,4,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.6,23.2,87.1,78.4,3,39.8,2.06,Bacterial Pustule,,
2022,31,30-07-2022 to 05-08-2022,5,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,34.7,24.7,78,67.3,0,0.2,1.8,Bacterial Pustule,,
2022,32,06-08-2022 to 12-08-2022,6,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.3,23.5,88.1,84.4,6,169.2,3.52,Bacterial Pustule,,
2022,33,13-08-2022 to 19-08-2022,7,Amravati,77.78,20.94,0,0,0,0,0,0,1,0,30.9,23.2,84.1,75.4,4,37.2,3.91,Bacterial Pustule,,
2022,34,20-08-2022 to 26-08-2022,8,Amravati,77.78,20.94,0,1.2,0,0,0,0,1.8,0,33.1,23.4,79.7,68.9,0,1.4,2.7,Bacterial Pustule,,
2022,35,27-08-2022 to 02-09-2022,9,Amravati,77.78,20.94,0,3.24,0,0,0,0,0,0,33.9,23.7,82.4,67.6,4,34.2,1.34,Bacterial Pustule,,
2022,36,03-09-2022 to 09-09-2022,10,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.2,23.7,86.6,84.3,6,70.6,1.52,Bacterial Pustule,,
2022,37,10-09-2022 to 16-09-2022,11,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.4,23.1,89.9,86.7,6,157.6,2.69,Bacterial Pustule,,
2022,38,17-09-2022 to 23-09-2022,12,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.4,22.7,88.6,78.3,4,38.4,2.79,Bacterial Pustule,,
2022,27,02-07-2022 to 08-07-2022,1,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,32,24.3,90.7,78.9,4,75,3.85,Anthracnose,,
2022,28,09-07-2022 to 15-07-2022,2,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.7,22.9,93.1,84.6,6,102,4.09,Anthracnose,,
2022,29,16-07-2022 to 22-07-2022,3,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.9,23.8,89,77.9,3,140.6,4.15,Anthracnose,,
2022,30,23-07-2022 to 29-07-2022,4,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.6,23.2,87.1,78.4,3,39.8,2.06,Anthracnose,,
2022,31,30-07-2022 to 05-08-2022,5,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,34.7,24.7,78,67.3,0,0.2,1.8,Anthracnose,,
2022,32,06-08-2022 to 12-08-2022,6,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.3,23.5,88.1,84.4,6,169.2,3.52,Anthracnose,,
2022,33,13-08-2022 to 19-08-2022,7,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.9,23.2,84.1,75.4,4,37.2,3.91,Anthracnose,,
2022,34,20-08-2022 to 26-08-2022,8,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.1,23.4,79.7,68.9,0,1.4,2.7,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,9,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.9,23.7,82.4,67.6,4,34.2,1.34,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,10,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.2,23.7,86.6,84.3,6,70.6,1.52,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,11,Amravati,77.78,20.94,0,0,0,3.22,0,0,4.4,0,31.4,23.1,89.9,86.7,6,157.6,2.69,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,12,Amravati,77.78,20.94,0,3.8,0,4,0,0,6.3,0,31.4,22.7,88.6,78.3,4,38.4,2.79,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,13,Amravati,77.78,20.94,0,5.66,0,5.33,0,0,7.5,0,32.9,22.6,81.6,71.7,1,7.6,1.79,Anthracnose,,
2022,27,02-07-2022 to 08-07-2022,1,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,32,24.3,90.7,78.9,4,75,3.85,Alternaria Leaf Spot,,
2022,28,09-07-2022 to 15-07-2022,2,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.7,22.9,93.1,84.6,6,102,4.09,Alternaria Leaf Spot,,
2022,29,16-07-2022 to 22-07-2022,3,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.9,23.8,89,77.9,3,140.6,4.15,Alternaria Leaf Spot,,
2022,30,23-07-2022 to 29-07-2022,4,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.6,23.2,87.1,78.4,3,39.8,2.06,Alternaria Leaf Spot,,
2022,31,30-07-2022 to 05-08-2022,5,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,34.7,24.7,78,67.3,0,0.2,1.8,Alternaria Leaf Spot,,
2022,32,06-08-2022 to 12-08-2022,6,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.3,23.5,88.1,84.4,6,169.2,3.52,Alternaria Leaf Spot,,
2022,33,13-08-2022 to 19-08-2022,7,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.9,23.2,84.1,75.4,4,37.2,3.91,Alternaria Leaf Spot,,
2022,34,20-08-2022 to 26-08-2022,8,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.1,23.4,79.7,68.9,0,1.4,2.7,Alternaria Leaf Spot,,
2022,35,27-08-2022 to 02-09-2022,9,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.9,23.7,82.4,67.6,4,34.2,1.34,Alternaria Leaf Spot,,
2022,36,03-09-2022 to 09-09-2022,10,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.2,23.7,86.6,84.3,6,70.6,1.52,Alternaria Leaf Spot,,
2022,37,10-09-2022 to 16-09-2022,11,Amravati,77.78,20.94,0,0,0,0,0,0,2.55,0,31.4,23.1,89.9,86.7,6,157.6,2.69,Alternaria Leaf Spot,,
2022,38,17-09-2022 to 23-09-2022,12,Amravati,77.78,20.94,0,1.3,0,0,0,0,4.5,0,31.4,22.7,88.6,78.3,4,38.4,2.79,Alternaria Leaf Spot,,
2022,39,24-09-2022 to 30-09-2022,13,Amravati,77.78,20.94,0,2.2,0,0,0,0,0,0,32.9,22.6,81.6,71.7,1,7.6,1.79,Alternaria Leaf Spot,,
2022,27,02-07-2022 to 08-07-2022,1,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,32.2,23.78,87.46,77.45,6,95.1,2.5,Myrothecium leaf spot ,,
2022,28,09-07-2022 to 15-07-2022,2,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,30.21,23.14,90.32,83.6,7,381.6,2.7,Myrothecium leaf spot ,,
2022,29,16-07-2022 to 22-07-2022,3,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,29.24,22.48,91.21,88.57,5,156.5,2.98,Myrothecium leaf spot ,,
2022,30,23-07-2022 to 29-07-2022,4,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,27.6,23.65,93.65,86.07,6,135.3,2.2,Myrothecium leaf spot ,,
2022,31,30-07-2022 to 05-08-2022,5,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,31.82,24,90.55,86.02,4,63.5,2.04,Myrothecium leaf spot ,,
2022,32,06-08-2022 to 12-08-2022,6,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,31.7,23.98,93.53,87.47,7,114.4,2.31,Myrothecium leaf spot ,,
2022,33,13-08-2022 to 19-08-2022,7,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,27.48,22.78,93.39,88.12,5,193.2,3.77,Myrothecium leaf spot ,,
2022,34,20-08-2022 to 26-08-2022,8,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,28.45,22.3,94.38,85.81,5,399.3,3.24,Myrothecium leaf spot ,,
2022,35,27-08-2022 to 02-09-2022,9,Sehore,77.1,23.2,0,0,0,0,0,0,0,0,30.64,22.61,90.68,83.56,2,9,1.42,Myrothecium leaf spot ,,
2022,36,03-09-2022 to 09-09-2022,10,Sehore,77.1,23.2,0,0.67,0,0.22,0.72,0.61,12.11,7.61,33.1,24.02,91.14,82.37,2,9.4,1.51,Myrothecium leaf spot ,,
2022,37,10-09-2022 to 16-09-2022,11,Sehore,77.1,23.2,0,17.77,0,27.78,17.16,52.83,12.67,42.22,32.14,24.27,94.82,87.14,4,109.2,2.55,Myrothecium leaf spot ,,
2022,38,17-09-2022 to 23-09-2022,12,Sehore,77.1,23.2,0,72.33,0,32,49.16,74.44,33.89,55.55,32.85,21.87,94.01,84.69,4,51.7,2.87,Myrothecium leaf spot ,,
2022,39,24-09-2022 to 30-09-2022,13,Sehore,77.1,23.2,0,88.88,0,72.77,95.55,99.99,77.77,0,32.81,21.75,90.59,80.08,2,14.3,1.75,Myrothecium leaf spot ,,
2022,40,01-10-2022 to 06-10-2022,14,Sehore,77.1,23.2,0,96.66,0,77.77,97.77,99.99,0,14.17,32.2,21.05,93.27,81.82,2,90.7,2.26,Myrothecium leaf spot ,,
2022,27,02-07-2022 to 08-07-2022,1,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,28.37,19.64,93,71.14,5,15.6,4.82,Frog Eye Leaf Spot,,
2022,28,09-07-2022 to 15-07-2022,2,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,28.84,19.8,88.43,89.14,6,22.49,4.91,Frog Eye Leaf Spot,,
2022,29,16-07-2022 to 22-07-2022,3,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,28.17,20.4,91.42,82.71,4,3.14,4.4,Frog Eye Leaf Spot,,
2022,30,23-07-2022 to 29-07-2022,4,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,26.09,19.7,94.71,87.57,7,32.29,4.51,Frog Eye Leaf Spot,,
2022,31,30-07-2022 to 05-08-2022,5,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,26.85,19.03,93.29,86.71,5,31.29,3.9,Frog Eye Leaf Spot,,
2022,32,06-08-2022 to 12-08-2022,6,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,27.58,19.81,90.14,80.17,6,23,4.57,Frog Eye Leaf Spot,,
2022,33,13-08-2022 to 19-08-2022,7,Palampur,76.54,32.11,0,0,5.55,0,0,0,0,0,27.27,19.43,86.57,86.86,5,34.77,4.49,Frog Eye Leaf Spot,,
2022,34,20-08-2022 to 26-08-2022,8,Palampur,76.54,32.11,1,0.5,11.11,0.55,5.55,0,4.81,0,26.09,18.64,89.71,83.86,6,33.94,4.5,Frog Eye Leaf Spot,,
2022,35,27-08-2022 to 02-09-2022,9,Palampur,76.54,32.11,5.55,4.81,16.66,5.55,13.33,0,11.11,0,27.64,19.34,87,85,5,7.4,3.69,Frog Eye Leaf Spot,,
2022,36,03-09-2022 to 09-09-2022,10,Palampur,76.54,32.11,16.66,24.44,32.59,11.11,24.44,5.55,26.66,3.33,26.67,17.79,91,82.71,4,10.51,4.16,Frog Eye Leaf Spot,,
2022,37,10-09-2022 to 16-09-2022,11,Palampur,76.54,32.11,24.44,30,42.22,16.66,33.33,11.11,36.66,8.88,26.7,17.43,88.71,81.57,4,10.63,4.16,Frog Eye Leaf Spot,,
2022,38,17-09-2022 to 23-09-2022,12,Palampur,76.54,32.11,26.66,38.66,68.89,24.44,55.55,24.44,48.88,10.33,26.29,17.1,88.71,76.86,5,1.74,4.11,Frog Eye Leaf Spot,,
2022,39,24-09-2022 to 30-09-2022,13,Palampur,76.54,32.11,33.33,55.55,77.77,26.66,66.66,33.33,55.55,11.11,25.07,15.33,86.43,79.86,2,11.86,4.19,Frog Eye Leaf Spot,,
2022,40,01-10-2022 to 07-10-2022,14,Palampur,76.54,32.11,33.33,55.55,77.77,33.33,66.66,33.33,55.55,11.11,27,15.31,82.57,71.71,1,8.8,4.5,Frog Eye Leaf Spot,,
2022,27,02-07-2022 to 08-07-2022,1,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,28.37,19.64,93,71.14,5,15.6,4.82,Anthracnose,,change Anthracnose/pb to Anthracnose
2022,28,09-07-2022 to 15-07-2022,2,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,28.84,19.8,88.43,89.14,6,22.49,4.91,Anthracnose,,
2022,29,16-07-2022 to 22-07-2022,3,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,28.17,20.4,91.42,82.71,4,3.14,4.4,Anthracnose,,
2022,30,23-07-2022 to 29-07-2022,4,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,26.09,19.7,94.71,87.57,7,32.29,4.51,Anthracnose,,
2022,31,30-07-2022 to 05-08-2022,5,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,26.85,19.03,93.29,86.71,5,31.29,3.9,Anthracnose,,
2022,32,06-08-2022 to 12-08-2022,6,Palampur,76.54,32.11,0,0,0,1.33,0,0,0,0,27.58,19.81,90.14,80.17,6,23,4.57,Anthracnose,,
2022,33,13-08-2022 to 19-08-2022,7,Palampur,76.54,32.11,1.55,0.5,0.5,3.33,1.66,0,0,3.33,27.27,19.43,86.57,86.86,5,34.77,4.49,Anthracnose,,
2022,34,20-08-2022 to 26-08-2022,8,Palampur,76.54,32.11,5.55,5.55,3.33,6.33,3.33,0,0,5.55,26.09,18.64,89.71,83.86,6,33.94,4.5,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,9,Palampur,76.54,32.11,11.11,11.11,11.11,8.66,5.55,0,5.55,8.66,27.64,19.34,87,85,5,7.4,3.69,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,10,Palampur,76.54,32.11,18.66,24.44,16.66,11.11,6.66,5.55,6.66,11.66,26.67,17.79,91,82.71,4,10.51,4.16,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,11,Palampur,76.54,32.11,26.66,34.21,26.64,24.66,8.66,8.33,8.66,16.66,26.7,17.43,88.71,81.57,4,10.63,4.16,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,12,Palampur,76.54,32.11,33.33,55.55,28.88,26.33,16.66,9.66,11.11,24.66,26.29,17.1,88.71,76.86,5,1.74,4.11,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,13,Palampur,76.54,32.11,55.55,64.33,30,55.55,26.64,11.11,11.11,28.88,25.07,15.33,86.43,79.86,2,11.86,4.19,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,14,Palampur,76.54,32.11,72.22,66.66,33.33,66.66,33.33,33.33,33.33,55.55,27,15.31,82.57,71.71,1,8.8,4.5,Anthracnose,,
2022,30,23-07-2022 to 29-07-2022,1,Dharwad,75,15.45,0,0,0,0,0,0,0,0,27.8,20.4,91.7,74,1,29.6,7.64,Rust,,
2022,31,30-07-2022 to 05-08-2022,2,Dharwad,75,15.45,0,0,0,0,0,0,0,0,29.7,20.9,85.3,77.4,3,12.2,4.89,Rust,,
2022,32,06-08-2022 to 12-08-2022,3,Dharwad,75,15.45,0,0,0,0,0,0,0,0,25.3,20.2,92.1,86.3,6,53.8,14.8,Rust,,
2022,33,13-08-2022 to 19-08-2022,4,Dharwad,75,15.45,5.55,7.77,3.56,5.55,6.51,5.55,4.12,3.33,26.8,19.9,92.9,86,2,9.2,11.16,Rust,,
2022,34,20-08-2022 to 26-08-2022,5,Dharwad,75,15.45,11.11,11.11,11.11,11.11,9.65,11.11,11.11,11.11,27.7,20.2,90.9,78.3,0,3.2,9.37,Rust,,
2022,35,27-08-2022 to 02-09-2022,6,Dharwad,75,15.45,33.33,33.65,28.48,33.33,33.54,26.58,24.56,27.82,29.6,20.4,91.1,74,5,127.2,4.34,Rust,,
2022,36,03-09-2022 to 09-09-2022,7,Dharwad,75,15.45,34.65,44.56,38.25,33.33,36.65,40.12,31.25,30.56,29.3,21,90.1,77.4,3,48.8,4.64,Rust,,
2022,37,10-09-2022 to 16-09-2022,8,Dharwad,75,15.45,44.44,55.55,44.65,55.55,40.21,50.23,38.25,34.56,26.6,20.5,95,89.1,5,48.2,11.33,Rust,,
2022,38,17-09-2022 to 23-09-2022,9,Dharwad,75,15.45,44.44,52.21,50.21,66.66,45.32,48.65,48.23,40.56,28.3,19,88.1,67.4,0,0,8.86,Rust,,
2022,39,24-09-2022 to 30-09-2022,10,Dharwad,75,15.45,56.66,66.66,52.17,77.77,58.65,50.25,65.66,58.45,30,19.3,85.1,66.1,1,6.2,7.76,Rust,,
2022,40,01-10-2022 to 07-10-2022,11,Dharwad,75,15.45,66.89,77.77,77.77,77.77,67.69,70.32,77.77,63.18,29,19.6,91.3,76,3,69.4,6.57,Rust,,
2022,41,08-10-2022 to 14-10-2022,12,Dharwad,75,15.45,89.99,92.35,86.66,92.21,87.87,88.95,82.21,86.63,28.1,20.5,93.4,81.9,2,72.2,2.96,Rust,,
2022,30,23-07-2022 to 29-07-2022,1,Dharwad,75,15.45,0,0,0,0,0,0,0,0,27.8,20.4,91.7,74,1,29.6,7.64,Anthracnose,,change pod_blight  to Anthracnose
2022,31,30-07-2022 to 05-08-2022,2,Dharwad,75,15.45,0,0,0,0,0,0,0,0,29.7,20.9,85.3,77.4,3,12.2,4.89,Anthracnose,,
2022,32,06-08-2022 to 12-08-2022,3,Dharwad,75,15.45,0,0,0,0,0,0,0,0,25.3,20.2,92.1,86.3,6,53.8,14.8,Anthracnose,,
2022,33,13-08-2022 to 19-08-2022,4,Dharwad,75,15.45,0,0,0,0,0,0,0,0,26.8,19.9,92.9,86,2,9.2,11.16,Anthracnose,,
2022,34,20-08-2022 to 26-08-2022,5,Dharwad,75,15.45,0,0,0,0,0,0,0,0,27.7,20.2,90.9,78.3,0,3.2,9.37,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,6,Dharwad,75,15.45,0,0,0,0,0,0,0,0,29.6,20.4,91.1,74,5,127.2,4.34,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,7,Dharwad,75,15.45,0,0,0,0,0,0,0,0,29.3,21,90.1,77.4,3,48.8,4.64,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,8,Dharwad,75,15.45,0,0,0,0,0,0,0,0,26.6,20.5,95,89.1,5,48.2,11.33,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,9,Dharwad,75,15.45,7.55,2.55,3.45,11.11,6.56,1.65,1.68,2.55,28.3,19,88.1,67.4,0,0,8.86,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,10,Dharwad,75,15.45,11.25,5.35,8.25,17.25,18.76,4.36,4.55,6.62,30,19.3,85.1,66.1,1,6.2,7.76,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,11,Dharwad,75,15.45,33.33,17.77,20.31,25.67,27.88,18.11,12.36,22.11,29,19.6,91.3,76,3,69.4,6.57,Anthracnose,,
2022,41,08-10-2022 to 14-10-2022,12,Dharwad,75,15.45,48.25,45.55,37.52,47.77,44.32,44.22,28.72,38.21,28.1,20.5,93.4,81.9,2,72.2,2.96,Anthracnose,,
2022,32,06-08-2022 to 12-08-2022,1,Pantnagar,79.49,29.02,0,0,0,0,0,0,0,0,32.8,26.3,81,66,2,16.8,1.6,Rhizoctonia Aerial Blight,,
2022,33,13-08-2022 to 19-08-2022,2,Pantnagar,79.49,29.02,0,0,0,0,0,0,0,0,34.1,26.3,84,67,1,3,2.9,Rhizoctonia Aerial Blight,,
2022,34,20-08-2022 to 26-08-2022,3,Pantnagar,79.49,29.02,0,0,0,0,3.57,1.15,1.5,0,33.9,25.9,88,64,2,57.8,2.8,Rhizoctonia Aerial Blight,,
2022,35,27-08-2022 to 02-09-2022,4,Pantnagar,79.49,29.02,1.4,3,2.25,2.75,9.54,5.5,3.4,1.65,33.4,25.4,94,67,2,74.5,2.4,Rhizoctonia Aerial Blight,,
2022,36,03-09-2022 to 09-09-2022,5,Pantnagar,79.49,29.02,4,6.5,5.75,7.5,15.45,9.5,6.5,4.25,33,25.1,88,65,1,2.8,1.4,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,6,Pantnagar,79.49,29.02,6.45,11,11.75,12.75,21.33,14.25,11.5,8.35,31.5,24.5,88,70,4,39.1,5.3,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,7,Pantnagar,79.49,29.02,12,21.5,18.5,20.5,29.5,20,19,16.33,30.5,25,89,76,2,197.4,1.6,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,8,Pantnagar,79.49,29.02,21,34.25,24.5,26.33,38,28,26.59,23.45,31.1,22.3,87,67,3,134.6,4.7,Rhizoctonia Aerial Blight,,
2022,40,01-10-2022 to 07-10-2022,9,Pantnagar,79.49,29.02,28.5,41.5,27.5,29.6,45.5,33,32.75,28.25,32.4,23,88,62,1,60.6,2.8,Rhizoctonia Aerial Blight,,
2022,41,08-10-2022 to 14-10-2022,10,Pantnagar,79.49,29.02,32,46.12,31.75,33,51.5,37,36.85,32,26.3,19.5,90,69,5,233.7,3.8,Rhizoctonia Aerial Blight,,
2022,42,15-10-2022 to 21-10-2022,11,Pantnagar,79.49,29.02,37.15,51.25,34.01,36,55,40,39,34,30.7,18,85,50,0,0,0.9,Rhizoctonia Aerial Blight,,
2022,43,22-10-2022 to 28-10-2022,12,Pantnagar,79.49,29.02,40.58,54.62,36.15,38.9,58.18,42.78,40.68,35.2,30.4,14.3,88,43,0,0,0.4,Rhizoctonia Aerial Blight,,
2023,34,20-08-2023 to 26-08-2023,1,Sehore,77.1,23.2,0,2.56,0,0,0,0,0,0,28.44,22.87,87.53,84.59,2,16.3,2.99,Myrothecium Leaf Spot ,,
2023,35,27-08-2023 to 02-09-2023,2,Sehore,77.1,23.2,0,4.17,0,0,0,0,0,0,31.1,21.53,83.92,77.72,1,4.6,2.22,Myrothecium Leaf Spot ,,
2023,36,03-09-2023 to 09-09-2023,3,Sehore,77.1,23.2,0,15.5,2.4,0,0,2.47,1.23,0,30.94,22.7,91.34,78.54,3,48.2,2.61,Myrothecium Leaf Spot ,,
2023,37,10-09-2023 to 16-09-2023,4,Sehore,77.1,23.2,0,29.63,18.52,12.34,12.34,13.58,12.34,14.8,27.43,23.06,92.67,84.72,6,133.6,3.33,Myrothecium Leaf Spot ,,
2023,38,17-09-2023 to 23-09-2023,5,Sehore,77.1,23.2,0,49.38,39.5,30.86,17.28,33.31,37.03,45.67,29.57,22.31,94.83,84.1,4,174.4,2.2,Myrothecium Leaf Spot ,,
2023,39,24-09-2023 to 30-09-2023,6,Sehore,77.1,23.2,0,70.52,40.1,30.35,18,34.01,38.05,45.89,32.46,22.3,89.17,74.51,3,37,1.35,Myrothecium Leaf Spot ,,
2023,39,24-09-2023 to 30-09-2023,7,Dharwad,75,15.45,0,0,0,0,0,0,0,NA,29.7,20.9,90.1,72.9,0,2.6,2.93,Rust,,
2023,40,01-10-2023 to 07-10-2023,8,Dharwad,75,15.45,**,14.11,9.55,**,11.11,8.66,11.11,NA,27.9,20.4,88.7,77.1,2,10.4,2.27,Rust,,
2023,39,24-09-2023 to 30-09-2023,9,Dharwad,75,15.45,19.21,26.33,16.32,14.45,15.64,18.25,15.85,NA,29.7,20.9,90.1,72.9,0,2.6,2.93,Anthracnose,,change Anthracnose/pb to Anthracnose
2023,40,01-10-2023 to 07-10-2023,10,Dharwad,75,15.45,55.32,58.23,36.52,46.32,42.22,36.25,45.22,NA,27.9,20.4,88.7,77.1,2,10.4,2.27,Anthracnose,,
2023,36,03-09-2023 to 09-09-2023,1,Jabalpur,79.97,23.19,4,0,0,0,0,2,8.5,0,32,24.5,88,77,4,158.4,3.9,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Jabalpur,79.97,23.19,19.5,1.5,5,0,0,6.5,31.5,0,29.9,24.3,93,81,5,56.6,5.3,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Jabalpur,79.97,23.19,28,6.5,15,14.5,0,17.5,58.5,0,31.6,24,87,66,2,20.5,2.9,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Jabalpur,79.97,23.19,28,14.5,30.5,19,0,26.5,73,0,32.3,23.6,88,65,0,1.4,2.7,Charcoal Rot,,
